par,step,time
all,LS_ml,0.6393333333333333
all,LS_ll,2.6196333333333333
all,GS_ml,22.997133333333334
all,GS_ll,33.958083333333335
zeta,pl_ml,72.7346
zeta,pl_ll,113.40913333333334
P_0,pl_ml,72.29581666666667
P_0,pl_ll,117.30703333333344
alpha,pl_ml,78.71503333333337
alpha,pl_ll,115.39240000000002
tau,pl_ml,76.94860000000008
tau,pl_ll,115.62458333333343
