par,step,time
all,LS_ml,0.5758666666666007
all,LS_ll,2.6302999999999885
all,GS_ml,31.103466666666645
all,GS_ll,32.655483333333336
zeta,pl_ml,64.47173333333333
zeta,pl_ll,75.49393333333335
P_0,pl_ml,67.17843333333333
P_0,pl_ll,99.83035
alpha,pl_ml,68.11123333333332
alpha,pl_ll,103.3798833333333
