par,step,time
all,LS_ml,1.3805499999999786
all,LS_ll,4.639949999999954
all,GS_ml,98.08896666666672
all,GS_ll,80.11868333333332
zeta,pl_ml,102.52819999999998
zeta,pl_ll,156.82301666666663
P_0,pl_ml,157.23805000000004
P_0,pl_ll,155.52303333333333
alpha,pl_ml,126.75851666666664
alpha,pl_ll,158.86749999999998
phi,pl_ml,169.61946666666674
phi,pl_ll,171.41941666666665
