par,step,time
all,LS_ml,0.6114166666666885
all,LS_ll,2.711866666666659
all,GS_ml,23.129849999999987
all,GS_ll,33.6878
zeta,pl_ml,60.71146666666667
zeta,pl_ll,78.86935000000001
P_0,pl_ml,66.29549999999999
P_0,pl_ll,94.2013166666667
alpha,pl_ml,72.80521666666667
alpha,pl_ll,111.40320000000001
tau,pl_ml,67.80041666666669
tau,pl_ll,91.99115000000002
nu,pl_ml,174.5372333333333
nu,pl_ll,191.8945166666667
upsilon,pl_ml,65.91918333333334
upsilon,pl_ll,79.65905
